,type,year_built,beds,baths,baths_full,baths_half,garage,lot_sqft,sqft,stories,lastSoldPrice,soldOn,listPrice,status
1814,condos,2024.0,4.0,3.0,2.0,1.0,8.0,,,4.0,350000.0,2019-08-13,479900.0,for_sale
1084,condos,2007.0,3.0,6.0,4.0,2.0,4.0,,10000.0,28.0,872000.0,2007-02-07,9500000.0,for_sale
873,condos,2003.0,2.0,2.0,2.0,,1.0,,1326.0,1.0,325500.0,2007-03-19,419000.0,for_sale
11,single_family,1913.0,4.0,3.0,2.0,1.0,2.0,8500.0,1984.0,2.0,,,624900.0,for_sale
1528,condos,2003.0,2.0,2.0,2.0,,,,1300.0,3.0,525000.0,2022-10-04,569900.0,for_sale
707,single_family,1907.0,3.0,3.0,2.0,1.0,2.0,8950.0,2959.0,2.0,,,529000.0,for_sale
461,multi_family,1890.0,0.0,0.0,,,,,,,46500.0,1989-06-01,370000.0,for_sale
1577,condos,1969.0,2.0,1.0,1.0,,1.0,,960.0,31.0,255500.0,2005-05-16,250000.0,for_sale
856,single_family,1956.0,3.0,1.0,1.0,,2.0,10890.0,1100.0,1.0,95000.0,2017-06-30,220000.0,for_sale
925,condos,1923.0,1.0,1.0,1.0,,,,372.0,2.0,120000.0,2023-11-20,189500.0,for_sale
974,condos,1970.0,1.0,1.0,1.0,,1.0,,700.0,26.0,,,85000.0,for_sale
1548,condos,1914.0,1.0,1.0,1.0,,,,850.0,3.0,255000.0,2007-07-16,299000.0,for_sale
617,condos,1930.0,2.0,2.0,2.0,,,,1200.0,3.0,,,269000.0,for_sale
1725,single_family,1878.0,4.0,2.0,1.0,1.0,,3600.0,,2.0,150000.0,2016-02-26,174900.0,for_sale
47,multi_family,1906.0,5.0,7.0,4.0,3.0,,,,,1459000.0,2020-02-03,2699999.0,for_sale
156,condos,,4.0,2.0,2.0,,,,1600.0,3.0,364000.0,2019-06-24,475000.0,for_sale
48,single_family,,4.0,2.0,2.0,,2.0,3750.0,,2.0,105000.0,2018-11-28,285000.0,for_sale
1704,townhomes,1977.0,2.0,2.0,1.0,1.0,,,1007.0,2.0,70000.0,2005-12-30,25000.0,for_sale
801,condos,,3.0,2.0,2.0,,,,,3.0,114000.0,1994-06-29,389900.0,for_sale
1356,single_family,1887.0,6.0,5.0,4.0,1.0,,8040.0,3519.0,3.0,340000.0,1987-09-24,1350000.0,for_sale
1055,single_family,1910.0,5.0,4.0,3.0,1.0,2.0,,5600.0,2.0,,,180000.0,for_sale
411,single_family,1896.0,3.0,2.0,1.0,1.0,2.0,2962.0,,2.0,445000.0,2022-03-03,525000.0,for_sale
1793,single_family,1920.0,3.0,3.0,3.0,,2.0,6922.0,2200.0,2.0,178000.0,2017-10-27,294999.0,for_sale
1418,multi_family,1892.0,7.0,2.0,2.0,,,3125.0,,,75000.0,2007-06-04,169900.0,for_sale
1872,condos,1972.0,1.0,1.0,1.0,,,,1100.0,4.0,272500.0,2018-12-27,245000.0,for_sale
1944,single_family,1956.0,2.0,1.0,1.0,,,4032.0,945.0,1.0,,,259900.0,for_sale
1310,condos,1962.0,1.0,1.0,1.0,,,,,60.0,79000.0,1996-05-23,260000.0,for_sale
1472,single_family,1885.0,4.0,3.0,2.0,1.0,3.0,,2100.0,2.0,59000.0,2015-12-18,309999.0,for_sale
1060,single_family,1944.0,3.0,2.0,2.0,,,,1202.0,2.0,83500.0,1999-01-13,265000.0,for_sale
256,single_family,1958.0,3.0,3.0,2.0,1.0,2.0,5355.0,1220.0,1.0,92500.0,1986-08-01,345000.0,for_sale
896,single_family,1924.0,5.0,3.0,1.0,2.0,2.0,6976.0,1627.0,2.0,,,207000.0,for_sale
370,single_family,1911.0,3.0,2.0,2.0,,2.0,4704.0,1518.0,2.0,290000.0,2019-08-09,449900.0,for_sale
318,condos,1927.0,3.0,3.0,3.0,,1.0,,3000.0,17.0,156000.0,1994-05-04,520000.0,for_sale
596,single_family,1946.0,3.0,2.0,2.0,,1.0,5227.0,1000.0,2.0,110000.0,1996-07-12,325000.0,for_sale
894,single_family,1923.0,1.0,1.0,1.0,,,,1000.0,,,,169500.0,for_sale
993,townhomes,1994.0,3.0,3.0,2.0,1.0,1.0,1725.0,1825.0,2.0,193000.0,2000-11-03,190000.0,for_sale
1172,single_family,1948.0,2.0,1.0,1.0,,,4725.0,978.0,1.0,61000.0,1988-07-11,125000.0,for_sale
1362,single_family,,3.0,2.0,2.0,,,3576.0,1535.0,2.0,40000.0,2021-12-16,42000.0,for_sale
343,single_family,1890.0,4.0,3.0,3.0,,1.0,3125.0,2563.0,3.0,235000.0,2020-12-16,549987.0,for_sale
1049,condos,1905.0,2.0,1.0,1.0,,,,,3.0,272000.0,2017-06-28,324000.0,for_sale
1416,condos,1971.0,1.0,1.0,1.0,,1.0,,750.0,1.0,127000.0,2006-06-02,113500.0,for_sale
1826,single_family,1886.0,4.0,3.0,3.0,,,1924.0,3500.0,2.0,1420000.0,2010-09-15,1749000.0,for_sale
1625,condos,1974.0,0.0,1.0,1.0,,,,600.0,55.0,118000.0,2007-08-31,130000.0,for_sale
1686,multi_family,,7.0,3.0,3.0,,2.0,3125.0,,,268500.0,2006-01-10,449900.0,for_sale
1831,single_family,1924.0,2.0,2.0,2.0,,1.0,,2200.0,,,,495000.0,for_sale
678,land,,,0.0,,,,3049.0,,,60000.0,2002-02-28,225000.0,for_sale
1043,multi_family,1914.0,6.0,2.0,2.0,,2.0,,,,,,280000.0,for_sale
562,condos,2008.0,1.0,1.0,1.0,,1.0,,921.0,47.0,405000.0,2020-11-27,445000.0,for_sale
988,single_family,1887.0,5.0,8.0,5.0,3.0,3.0,33977.0,7935.0,3.0,700000.0,2020-11-19,900000.0,for_sale
120,townhomes,1986.0,4.0,5.0,4.0,1.0,1.0,,3800.0,4.0,1100000.0,2005-08-18,1050000.0,for_sale
263,multi_family,1962.0,6.0,5.0,5.0,,2.0,,2600.0,,,,489900.0,for_sale
696,multi_family,1909.0,5.0,3.0,3.0,,2.0,,,,,,119900.0,for_sale
1175,single_family,1960.0,3.0,2.0,1.0,1.0,,3136.0,1040.0,1.0,21500.0,1993-10-08,129995.0,for_sale
825,condos,1910.0,3.0,2.0,2.0,,,,1800.0,3.0,440000.0,2019-05-29,540000.0,for_sale
171,condos,1962.0,1.0,1.0,1.0,,,,725.0,60.0,231000.0,2016-06-15,339000.0,for_sale
1255,single_family,1937.0,4.0,2.0,2.0,,1.0,3772.0,1542.0,2.0,230000.0,2020-02-13,,for_sale
3,single_family,1945.0,4.0,3.0,2.0,1.0,2.0,6138.0,2511.0,2.0,170000.0,1996-05-30,620000.0,for_sale
1582,condos,1920.0,1.0,1.0,1.0,,,,738.0,7.0,180000.0,2004-01-20,244900.0,for_sale
913,condos,1894.0,3.0,2.0,2.0,,,,1400.0,3.0,400000.0,2019-11-04,699999.0,for_sale
1415,single_family,1925.0,2.0,2.0,2.0,,2.0,3720.0,1900.0,1.0,225000.0,2019-08-30,329900.0,for_sale
835,townhomes,1949.0,2.0,1.0,1.0,,2.0,,1000.0,2.0,185000.0,2004-10-07,284899.0,for_sale
1211,single_family,,3.0,3.0,3.0,,2.0,,1640.0,1.0,98000.0,1995-05-18,159900.0,for_sale
807,single_family,1916.0,4.0,4.0,4.0,,2.0,4138.0,,2.0,380000.0,2017-03-13,499000.0,for_sale
1680,multi_family,,7.0,3.0,3.0,,2.0,3049.0,,,110000.0,2023-06-07,110000.0,for_sale
947,condos,1995.0,2.0,1.0,1.0,,,,1641.0,3.0,,,475000.0,for_sale
576,multi_family,2000.0,11.0,6.0,6.0,,,,,,295000.0,2021-10-15,374999.0,for_sale
1553,single_family,1967.0,2.0,3.0,2.0,1.0,2.0,5000.0,1176.0,,157000.0,2002-02-01,384900.0,for_sale
408,multi_family,1899.0,9.0,4.0,4.0,,1.0,5000.0,,,,,499900.0,for_sale
1795,single_family,1967.0,3.0,2.0,2.0,,2.0,,1075.0,,,,169900.0,for_sale
30,single_family,1896.0,4.0,2.0,1.0,1.0,1.0,3500.0,3900.0,2.0,26000.0,1983-12-08,425000.0,for_sale
1123,single_family,1886.0,2.0,1.0,1.0,,,2500.0,1443.0,2.0,200000.0,2007-07-20,270000.0,for_sale
1178,single_family,1960.0,2.0,2.0,2.0,,2.0,5670.0,1300.0,1.0,,,390000.0,for_sale
820,single_family,1947.0,3.0,1.0,1.0,,2.0,4375.0,1500.0,1.0,95000.0,2000-11-08,215000.0,for_sale
1661,multi_family,2006.0,12.0,8.0,8.0,,,4950.0,,,273000.0,2017-04-06,1400000.0,for_sale
754,single_family,2008.0,6.0,7.0,6.0,1.0,4.0,392.0,8380.0,3.0,6200000.0,2022-08-25,5900000.0,for_sale
841,single_family,1885.0,4.0,3.0,2.0,1.0,2.0,4512.0,3500.0,3.0,1125000.0,2022-04-13,1595000.0,for_sale
1329,single_family,1924.0,4.0,2.0,2.0,,2.0,3750.0,2397.0,2.0,170000.0,2011-03-09,339900.0,for_sale
72,single_family,1913.0,1.0,1.0,1.0,,,,905.0,3.0,78000.0,2017-09-15,112000.0,for_sale
1843,condos,1964.0,2.0,1.0,1.0,,,15000.0,1000.0,14.0,,,75000.0,for_sale
1907,single_family,1916.0,3.0,3.0,3.0,,2.0,4260.0,2000.0,2.0,345000.0,2005-04-27,625000.0,for_sale
739,condos,1966.0,3.0,3.0,3.0,,1.0,,1500.0,16.0,,,299999.0,for_sale
167,condos,2002.0,1.0,1.0,1.0,,1.0,,,35.0,252000.0,2016-10-06,280000.0,for_sale
515,condos,1962.0,2.0,2.0,2.0,,1.0,,1329.0,29.0,239000.0,2006-08-23,255000.0,for_sale
1491,single_family,2013.0,5.0,6.0,4.0,2.0,5.0,8784.0,8000.0,3.0,1625000.0,2011-04-08,5695000.0,for_sale
1586,townhomes,1958.0,4.0,3.0,3.0,,,,2460.0,3.0,580000.0,2016-01-11,790000.0,for_sale
767,condos,1923.0,2.0,1.0,1.0,,,,,3.0,55000.0,2016-01-19,139900.0,for_sale
192,condos,2005.0,3.0,3.0,2.0,1.0,1.0,,1758.0,57.0,1038000.0,2016-12-22,1100000.0,for_sale
274,townhomes,1988.0,3.0,3.0,3.0,,1.0,,,3.0,,,679000.0,for_sale
922,single_family,1948.0,4.0,2.0,2.0,,2.0,3750.0,2726.0,1.0,65000.0,1985-01-01,369900.0,for_sale
175,condos,2023.0,4.0,4.0,3.0,1.0,1.0,,2400.0,3.0,,,1169000.0,for_sale
61,single_family,1947.0,2.0,2.0,1.0,1.0,1.0,4373.0,1335.0,1.0,179000.0,1993-09-17,459900.0,for_sale
1113,single_family,1894.0,5.0,4.0,3.0,1.0,1.0,3525.0,4900.0,,1405500.0,2006-12-22,1999900.0,for_sale
1005,single_family,1950.0,2.0,1.0,1.0,,2.0,4356.0,720.0,2.0,183500.0,2004-11-29,219900.0,for_sale
1827,single_family,1959.0,2.0,2.0,2.0,,2.0,3125.0,1022.0,1.0,99000.0,2011-09-21,375000.0,for_sale
348,single_family,1889.0,4.0,2.0,2.0,,2.0,4443.0,3500.0,3.0,790000.0,2021-07-21,875000.0,for_sale
438,multi_family,1905.0,5.0,3.0,3.0,,,3125.0,,,60000.0,2009-10-19,265000.0,for_sale
276,condos,1940.0,2.0,1.0,1.0,,,,,2.0,200000.0,2023-05-26,215000.0,for_sale
1954,condos,1914.0,2.0,2.0,1.0,1.0,,,1500.0,4.0,640000.0,2013-10-16,565000.0,for_sale
529,condos,2008.0,0.0,1.0,1.0,,,,604.0,89.0,895000.0,2008-04-04,265000.0,for_sale
1389,single_family,,4.0,3.0,3.0,,,2196.0,1800.0,2.0,,,299000.0,for_sale
285,single_family,1952.0,3.0,3.0,2.0,1.0,2.0,8000.0,2500.0,2.0,,,429999.0,for_sale
1315,single_family,1921.0,3.0,1.0,1.0,,2.0,3750.0,,2.0,312000.0,2004-11-18,324900.0,for_sale
614,mobile,2022.0,2.0,2.0,2.0,,,1400.0,,,,,64900.0,for_sale
1714,single_family,2023.0,3.0,2.0,2.0,,,2500.0,1495.0,2.0,19000.0,2011-06-07,275000.0,for_sale
1554,condos,1923.0,2.0,1.0,1.0,,,,900.0,2.0,,,95999.0,for_sale
428,condos,1925.0,2.0,2.0,2.0,,,,,3.0,,,265000.0,for_sale
1429,townhomes,2001.0,2.0,2.0,2.0,,1.0,,,3.0,215000.0,2001-12-05,429900.0,for_sale
375,condos,1914.0,2.0,2.0,2.0,,,,1200.0,3.0,5000.0,2010-07-29,179000.0,for_sale
423,condos,2022.0,3.0,2.0,2.0,,1.0,,,4.0,,,800000.0,for_sale
452,condos,1904.0,2.0,1.0,1.0,,1.0,,1180.0,6.0,285000.0,2017-12-07,274999.0,for_sale
1272,single_family,1952.0,3.0,2.0,1.0,1.0,2.0,4200.0,1562.0,2.0,182500.0,1995-08-02,470000.0,for_sale
1104,condos,1980.0,2.0,3.0,3.0,,2.0,,2040.0,40.0,565000.0,2022-08-04,549900.0,for_sale
1376,townhomes,1885.0,2.0,2.0,1.0,1.0,,1984.0,1088.0,2.0,90000.0,2022-01-14,225000.0,for_sale
759,condos,1929.0,3.0,3.0,2.0,1.0,,,2600.0,21.0,,,200000.0,for_sale
126,condos,1922.0,3.0,4.0,3.0,1.0,2.0,,4500.0,12.0,,,1495000.0,for_sale
128,condos,1907.0,2.0,1.0,1.0,,,,,4.0,364000.0,2008-11-18,385000.0,for_sale
779,multi_family,1924.0,6.0,4.0,3.0,1.0,3.0,,,,,,260000.0,for_sale
1191,single_family,1898.0,5.0,6.0,5.0,1.0,1.0,3483.0,5000.0,3.0,700000.0,1993-06-18,2150000.0,for_sale
1338,single_family,1885.0,5.0,7.0,4.0,3.0,1.0,10781.0,10250.0,3.0,4800000.0,2021-08-05,6500000.0,for_sale
1799,condos,2024.0,5.0,5.0,4.0,1.0,2.0,,3510.0,2.0,,,1600000.0,for_sale
1674,multi_family,1917.0,12.0,8.0,5.0,3.0,,,,,,,810000.0,for_sale
1637,condos,1906.0,2.0,1.0,1.0,,,,1300.0,3.0,232500.0,1998-04-02,519000.0,for_sale
1195,single_family,1926.0,2.0,1.0,1.0,,,,825.0,4.0,,,31900.0,for_sale
1911,condos,1977.0,2.0,2.0,2.0,,1.0,,1000.0,5.0,180000.0,2020-05-20,200000.0,for_sale
489,single_family,1893.0,3.0,8.0,3.0,5.0,,2662.0,3700.0,2.0,285000.0,2005-05-23,575000.0,for_sale
1378,single_family,1910.0,2.0,1.0,1.0,,1.0,4000.0,880.0,2.0,76000.0,2000-04-14,79400.0,for_sale
945,townhomes,1944.0,3.0,1.0,1.0,,2.0,,936.0,2.0,74000.0,2001-05-01,125000.0,for_sale
466,single_family,1894.0,6.0,8.0,6.0,2.0,2.0,3707.0,9700.0,,4625000.0,2012-01-13,7700000.0,for_sale
514,single_family,1961.0,3.0,2.0,2.0,,2.0,7144.0,1459.0,,,,375000.0,for_sale
524,condos,1983.0,2.0,2.0,2.0,,1.0,,1390.0,54.0,477500.0,2018-04-19,399999.0,for_sale
1656,condos,1918.0,2.0,2.0,2.0,,,,1500.0,6.0,475000.0,2017-03-27,519900.0,for_sale
292,single_family,1896.0,6.0,5.0,3.0,2.0,2.0,30056.0,5400.0,3.0,265000.0,2004-01-30,899000.0,for_sale
882,condos,1890.0,2.0,2.0,2.0,,,,1010.0,3.0,92000.0,2016-12-27,215000.0,for_sale
383,multi_family,1880.0,7.0,2.0,2.0,,,2400.0,,,490000.0,2020-06-26,749000.0,for_sale
665,land,,,0.0,,,,3920.0,,,10000.0,2019-02-14,,for_sale
788,condos,,2.0,2.0,2.0,,,,1200.0,4.0,320000.0,2007-11-02,405000.0,for_sale
1774,single_family,1906.0,2.0,1.0,1.0,,2.0,,1113.0,1.0,123000.0,2001-06-07,100000.0,for_sale
1105,single_family,1919.0,5.0,3.0,2.0,1.0,2.0,,1370.0,2.0,25000.0,1978-08-31,314000.0,for_sale
676,land,,,0.0,,,,3049.0,,,13000.0,2000-08-29,199000.0,for_sale
1504,single_family,1931.0,5.0,3.0,3.0,,2.0,4312.0,1278.0,2.0,372500.0,2007-05-10,439000.0,for_sale
295,single_family,1959.0,3.0,2.0,2.0,,2.0,2500.0,1900.0,,,,340000.0,for_sale
683,land,,,0.0,,,,5227.0,,,,,949000.0,for_sale
148,condos,1906.0,1.0,1.0,1.0,,1.0,,,10.0,260000.0,2021-06-08,295000.0,for_sale
357,single_family,1910.0,4.0,2.0,2.0,,,3149.0,1500.0,2.0,100000.0,2023-05-05,402000.0,for_sale
112,condos,2017.0,3.0,3.0,2.0,1.0,1.0,,2340.0,3.0,,,975000.0,for_sale
508,condos,1953.0,1.0,1.0,1.0,,1.0,,700.0,15.0,84000.0,2015-09-09,155000.0,for_sale
434,condos,1921.0,3.0,1.0,1.0,,,,1038.0,3.0,174000.0,2018-08-09,225000.0,for_sale
539,single_family,1953.0,4.0,2.0,2.0,,2.0,5227.0,1285.0,2.0,135000.0,2000-12-27,135000.0,for_sale
1196,single_family,2011.0,10.0,11.0,7.0,4.0,4.0,6077.0,10940.0,,1150000.0,2002-07-09,4995000.0,for_sale
983,condos,1989.0,1.0,1.0,1.0,,1.0,,1000.0,5.0,119000.0,2000-04-12,199900.0,for_sale
1821,townhomes,1978.0,4.0,4.0,3.0,1.0,,,2700.0,2.0,203000.0,1994-07-05,899000.0,for_sale
1230,condos,2012.0,4.0,4.0,3.0,1.0,1.0,,2800.0,3.0,675000.0,2019-12-16,799999.0,for_sale
509,condos,1974.0,2.0,2.0,2.0,,1.0,,1465.0,54.0,,,399900.0,for_sale
57,single_family,1957.0,3.0,1.0,1.0,,2.0,,1020.0,1.0,,,24000.0,for_sale
422,condos,2003.0,2.0,2.0,2.0,,,,1450.0,2.0,,,450000.0,for_sale
540,condos,2008.0,0.0,1.0,1.0,,,,604.0,89.0,247500.0,2014-12-10,250000.0,for_sale
847,townhomes,1990.0,2.0,3.0,2.0,1.0,1.0,,1563.0,2.0,195000.0,2005-10-24,280000.0,for_sale
190,single_family,2024.0,4.0,3.0,2.0,1.0,2.0,3125.0,2800.0,2.0,,,790000.0,for_sale
1649,condos,2008.0,3.0,3.0,3.0,,,,2400.0,2.0,372000.0,2009-10-08,649000.0,for_sale
1229,single_family,1958.0,4.0,2.0,2.0,,2.0,3746.0,1554.0,2.0,,,269000.0,for_sale
1937,condos,,2.0,2.0,2.0,,,,1900.0,12.0,,,389500.0,for_sale
633,land,,,0.0,,,,2614.0,,,17500.0,2007-02-23,25000.0,for_sale
790,single_family,1949.0,2.0,2.0,2.0,,,,1232.0,,,,114900.0,for_sale
1142,condos,1968.0,0.0,1.0,1.0,,1.0,,,28.0,28000.0,2010-12-01,110000.0,for_sale
1309,condos,1906.0,3.0,1.0,1.0,,,,1400.0,3.0,22000.0,2014-01-14,125000.0,for_sale
883,multi_family,1924.0,9.0,6.0,6.0,,3.0,3485.0,4899.0,,,,410000.0,for_sale
199,condos,1972.0,2.0,2.0,2.0,,1.0,,1400.0,40.0,180000.0,1986-04-01,549900.0,for_sale
1737,single_family,,2.0,2.0,2.0,,2.0,3125.0,2080.0,1.0,,,619000.0,for_sale
1767,single_family,1915.0,3.0,3.0,2.0,1.0,2.0,3751.0,,2.0,485000.0,2013-12-30,689000.0,for_sale
929,condos,,2.0,2.0,2.0,,1.0,,1205.0,10.0,181500.0,1998-06-30,410000.0,for_sale
35,single_family,1900.0,3.0,3.0,2.0,1.0,1.0,,1800.0,2.0,79000.0,2023-04-20,349900.0,for_sale
1313,single_family,1914.0,3.0,2.0,2.0,,2.0,8550.0,,1.0,,,230000.0,for_sale
579,single_family,1920.0,3.0,2.0,2.0,,,,1400.0,3.0,,,39900.0,for_sale
1494,condos,1917.0,2.0,2.0,2.0,,1.0,,,3.0,,,405000.0,for_sale
1488,single_family,1947.0,4.0,3.0,3.0,,2.0,,1458.0,2.0,65000.0,2002-08-08,299900.0,for_sale
1467,single_family,1945.0,2.0,3.0,2.0,1.0,2.0,3750.0,1216.0,2.0,220000.0,2023-06-12,299900.0,for_sale
1509,single_family,1921.0,5.0,3.0,3.0,,2.0,4583.0,1335.0,2.0,97500.0,1995-12-11,299000.0,for_sale
442,single_family,2024.0,6.0,6.0,4.0,2.0,2.0,3750.0,4760.0,3.0,750000.0,2022-07-12,2550000.0,for_sale
1730,single_family,1950.0,3.0,3.0,3.0,,1.0,,2950.0,2.0,123000.0,2023-07-13,349900.0,for_sale
1867,single_family,1885.0,3.0,3.0,2.0,1.0,2.0,2400.0,,2.0,795000.0,2019-07-17,995000.0,for_sale
1740,single_family,1922.0,3.0,2.0,2.0,,1.0,5004.0,1322.0,1.0,155000.0,1998-07-27,469000.0,for_sale
1274,single_family,1915.0,4.0,3.0,2.0,1.0,,,954.0,2.0,,,80000.0,for_sale
1236,single_family,1910.0,4.0,3.0,3.0,,,8350.0,,2.0,125000.0,2005-12-08,215000.0,for_sale
1998,multi_family,1946.0,6.0,5.0,5.0,,2.0,6200.0,3654.0,,,,749000.0,for_sale
1857,single_family,2024.0,5.0,5.0,4.0,1.0,2.0,2400.0,,3.0,850000.0,2022-06-14,2799900.0,for_sale
503,condos,1972.0,1.0,1.0,1.0,,1.0,,,54.0,158000.0,2017-06-01,199900.0,for_sale
1547,single_family,1954.0,2.0,2.0,2.0,,2.0,4560.0,2150.0,1.0,143000.0,1993-06-16,419000.0,for_sale
1906,multi_family,,4.0,2.0,2.0,,2.0,,,,,,395000.0,for_sale
1265,single_family,1921.0,3.0,3.0,3.0,,2.0,9750.0,3076.0,2.0,,,349000.0,for_sale
950,condos,1965.0,2.0,2.0,2.0,,1.0,,1250.0,30.0,150000.0,2003-05-19,189000.0,for_sale
478,multi_family,,3.0,2.0,2.0,,,3125.0,,,340000.0,2009-10-15,269900.0,for_sale
1344,condos,1969.0,2.0,1.0,1.0,,,,1000.0,30.0,215000.0,2018-07-25,279000.0,for_sale
519,condos,1968.0,2.0,2.0,2.0,,,,1450.0,70.0,,,669500.0,for_sale
309,single_family,1957.0,3.0,3.0,3.0,,2.0,3125.0,2222.0,2.0,127000.0,1999-10-25,567000.0,for_sale
1743,single_family,1898.0,3.0,1.0,1.0,,,3125.0,1469.0,2.0,31000.0,1982-12-16,49900.0,for_sale
1298,single_family,1959.0,3.0,2.0,2.0,,2.0,3149.0,1120.0,1.0,157000.0,2017-08-03,235000.0,for_sale
521,condos,1966.0,2.0,1.0,1.0,,1.0,,870.0,27.0,169000.0,2023-12-28,329000.0,for_sale
1306,condos,2008.0,2.0,2.0,2.0,,,,1300.0,4.0,391500.0,2019-08-15,415000.0,for_sale
885,condos,2007.0,2.0,1.0,1.0,,1.0,,,33.0,244500.0,2015-06-12,250000.0,for_sale
207,multi_family,1924.0,6.0,3.0,3.0,,,3900.0,,,,,275000.0,for_sale
21,condos,1997.0,3.0,2.0,1.0,1.0,,,,4.0,,,49900.0,for_sale
381,townhomes,2000.0,3.0,3.0,3.0,,2.0,,2000.0,3.0,,,675000.0,for_sale
1126,multi_family,1905.0,4.0,2.0,2.0,,,,,,,,68000.0,for_sale
1277,single_family,2008.0,6.0,6.0,5.0,1.0,3.0,3500.0,5977.0,3.0,2800000.0,2009-06-04,3200000.0,for_sale
1273,condos,1920.0,3.0,2.0,2.0,,,,1750.0,5.0,460000.0,2008-07-23,549000.0,for_sale
760,condos,1929.0,2.0,2.0,2.0,,,,1882.0,1.0,385000.0,2001-06-01,549000.0,for_sale
1269,multi_family,1895.0,6.0,3.0,3.0,,2.0,3125.0,,,230000.0,2001-08-17,465000.0,for_sale
1183,condos,2006.0,2.0,2.0,2.0,,1.0,,1218.0,4.0,308000.0,2019-08-13,340000.0,for_sale
1197,single_family,1952.0,3.0,1.0,1.0,,2.0,3750.0,960.0,1.0,55000.0,1984-11-07,289900.0,for_sale
810,single_family,1880.0,6.0,5.0,4.0,1.0,2.0,2860.0,4140.0,,,,1975000.0,for_sale
827,single_family,1892.0,3.0,2.0,2.0,,,2185.0,1488.0,2.0,150000.0,1999-11-30,494000.0,for_sale
342,single_family,1960.0,3.0,1.0,1.0,,2.0,2156000.0,1170.0,,,,264900.0,for_sale
1531,single_family,1936.0,3.0,3.0,2.0,1.0,2.0,3660.0,1590.0,2.0,405000.0,2006-06-30,449000.0,for_sale
1804,single_family,1898.0,4.0,3.0,2.0,1.0,3.0,8600.0,1650.0,2.0,381500.0,2005-10-20,437500.0,for_sale
382,multi_family,1911.0,6.0,2.0,2.0,,2.0,1.0,,,,,799900.0,for_sale
432,multi_family,1887.0,4.0,2.0,2.0,,,4356.0,,,305000.0,2018-08-10,475000.0,for_sale
1149,single_family,1900.0,5.0,5.0,5.0,,2.0,5917.0,4800.0,2.0,610000.0,2023-04-26,1750000.0,for_sale
1025,single_family,1903.0,6.0,5.0,4.0,1.0,2.0,10293.0,,2.0,465000.0,1994-06-27,3995000.0,for_sale
1458,condos,2018.0,4.0,6.0,4.0,2.0,2.0,,5349.0,8.0,,,2695000.0,for_sale
365,single_family,1925.0,3.0,2.0,2.0,,2.0,4375.0,1701.0,2.0,,,299500.0,for_sale
1736,multi_family,1908.0,21.0,8.0,7.0,1.0,,5227.0,,,,,750000.0,for_sale
622,single_family,1893.0,5.0,4.0,4.0,,,3861.0,3000.0,3.0,940000.0,2006-05-25,1375000.0,for_sale
1924,single_family,1920.0,4.0,4.0,3.0,1.0,2.0,,3363.0,2.0,,,419900.0,for_sale
1125,condos,1926.0,4.0,2.0,2.0,,,,,3.0,135000.0,2017-01-10,185000.0,for_sale
1722,condos,1974.0,2.0,2.0,2.0,,,,1012.0,5.0,209500.0,2004-12-21,195000.0,for_sale
1377,single_family,1900.0,2.0,2.0,2.0,,,4500.0,,2.0,146000.0,2001-01-09,379875.0,for_sale
1493,single_family,,4.0,3.0,2.0,1.0,2.0,3750.0,2150.0,2.0,243500.0,2019-07-05,349700.0,for_sale
1846,condos,1962.0,1.0,1.0,1.0,,,,906.0,29.0,145000.0,2005-12-05,105000.0,for_sale
448,apartment,1875.0,4.0,2.0,2.0,,,3049.0,,2.0,75000.0,2003-03-05,224900.0,for_sale
109,condos,2007.0,4.0,3.0,3.0,,3.0,,,4.0,1100000.0,2022-01-31,1450000.0,for_sale
1627,single_family,1951.0,2.0,1.0,1.0,,1.0,3746.0,1018.0,1.0,,,215000.0,for_sale
196,condos,1984.0,2.0,2.0,2.0,,1.0,,,29.0,335000.0,2005-05-27,325000.0,for_sale
1910,single_family,1969.0,4.0,2.0,2.0,,2.0,4883.0,2052.0,,350000.0,2020-02-06,499100.0,for_sale
545,condos,2023.0,1.0,1.0,1.0,,,,536.0,4.0,,,200940.0,for_sale
413,multi_family,1896.0,6.0,3.0,3.0,,2.0,5000.0,,,75000.0,1989-03-28,574900.0,for_sale
1237,single_family,1939.0,5.0,2.0,2.0,,2.0,4500.0,2113.0,2.0,117000.0,1998-04-30,375000.0,for_sale
1036,multi_family,1925.0,6.0,2.0,2.0,,2.0,3049.0,,,497000.0,2018-02-28,770000.0,for_sale
654,land,2003.0,,0.0,,,,160.0,,,520000.0,2019-07-26,200.0,for_sale
1200,condos,1966.0,1.0,1.0,1.0,,1.0,,900.0,29.0,135000.0,2019-09-11,139900.0,for_sale
740,single_family,1911.0,4.0,4.0,3.0,1.0,2.0,6996.0,3000.0,2.0,417500.0,2015-12-22,695000.0,for_sale
1667,condos,2006.0,2.0,4.0,3.0,1.0,4.0,,3400.0,25.0,3400000.0,2018-09-07,3750000.0,for_sale
260,single_family,1970.0,5.0,4.0,4.0,,2.0,6250.0,3400.0,2.0,315000.0,2008-12-02,399999.0,for_sale
1474,townhomes,1945.0,3.0,2.0,1.0,1.0,1.0,,1146.0,2.0,170000.0,1999-12-06,329900.0,for_sale
1742,single_family,,2.0,2.0,2.0,,2.0,3751.0,,1.0,180000.0,2000-07-11,479900.0,for_sale
